Fecha,ID_de_trampa,Zona,Coordenada_Este,Coordenada_Norte,Responsable_de_captura,Otros_responsables,Longitud_total,Longitud_de_cola,Altura,Sexo,Edad,Color,Patron,Gris,Negro,Pardo,Amarillo,Naranja,Blanco,Peso,Condicion_corporal,Altitud,Fase,Estado_de_salud,Estado_reproductivo,Contenido_estomacal_notas,Contenido_estomacal_plumas,Contenido_estomacal_pelos,Contenido_estomacal_insectos,Contenido_estomacal_plantas,Contenido_estomacal_desperdicios,Contenido_estomacal_inorganico,Observaciones
14/Mar/2018,TC-02-007-TX,2,NA,NA,NA,NA,60,21,22,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.7,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/Mar/2018,TC-01-225-DN,1,376001,3200172,David Najera,NA,36.5,22,22,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/Mar/2018,TC-01-227-DN,1,375430,3200534,David Najera,NA,77,28,29,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,4,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/Mar/2018,TC-01-187-AG,1,NA,NA,Antonio Gorriño,NA,75,28,31,M,adulto,negro,solido,0,1,0,0,0,0,4,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/Mar/2018,TC-01-201-JA,1,NA,NA,Javier Angulo,NA,66,24,19,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/Mar/2018,TC-02-002-DN,1,NA,NA,David Najera,NA,72.5,28,28.5,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/Mar/2018,TC-01-098-TR,1,NA,NA,Martín Vázquez,NA,60,17,13,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetillas muy pronunciadas,posiblemente preñada. "
23/Mar/2018,TC-01-218-DN,1,377313,3199774,Adriana Solís,NA,65,23,24,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.8,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/Mar/2018,TC-02-007-DN,2,NA,NA,David Najera,NA,75,28,29,M,adulto,negro,solido,0,1,0,0,0,0,3.6,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/Mar/2018,TC-01-230-SF,1,NA,NA,Carlos Tafoya,NA,61,30,28,H,adulto,café tigre,atigrado,0,0,1,0,0,0,2.7,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/Mar/2018,TC-01-054-JA,1,NA,NA,Tomás Zamorano,NA,69,27,26,H,juvenil,negro,solido,0,1,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/Mar/2018,TC-01-088-TR,1,NA,NA,Martín Vázquez,NA,60,27,16,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/Mar/2018,TC-01-263-AC,1,NA,NA,Ana Catzim,NA,75,28,37.5,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.9,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/Mar/2018,TC-01-176-AG,1,NA,NA,Antonio Gorriño,NA,79,31,28.7,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/Mar/2018,TC-01-240-SF,1,NA,NA,Carlos Tafoya,NA,65,26,25.5,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.8,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/Mar/2018,TC-01-259-AC,1,NA,NA,NA,NA,59.5,22,28,M,juvenil,negro,solido,0,1,0,0,0,0,1.9,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/Mar/2018,TC-01-258-AC,1,NA,NA,NA,NA,64,26,34,M,juvenil,negro,solido,0,1,0,0,0,0,2.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/Mar/2018,TC-01-242-SF,1,NA,NA,Carlos Tafoya,NA,77,32,31,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.4,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/Mar/2018,TC-01-223-DN,1,NA,NA,Adriana Solís,NA,69,28.5,32,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/Mar/2018,TC-01-218-DN,1,NA,NA,Adriana Solís,NA,51.5,20,17,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-01-195-JA,1,NA,NA,Javier Angulo,NA,72,27,22,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.6,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-01-234-SF,1,NA,NA,Carlos Tafoya,NA,69,29,23,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.4,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-01-236-SF,1,NA,NA,Carlos Tafoya,NA,80,32,30.5,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.7,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-02-008-TX,2,NA,NA,Antonio Gorriño,NA,67,25.5,25,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.2,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-02-001-TX,2,NA,NA,Antonio Gorriño,NA,74,26,28.5,H,adulto,negro,solido,0,1,0,0,0,0,3.1,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-02-002-TX,2,NA,NA,Antonio Gorriño,NA,72,27,27,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-02-003-TX,2,NA,NA,Antonio Gorriño,NA,65,24,25,H,juvenil,blanco- tigre,atigrado,0,0,0,0,0,1,2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-01-068-JA,1,NA,NA,Tomás Zamorano,NA,74,27,25,H,juvenil,negro,solido,0,1,0,0,0,0,2.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-01-224-DN,1,NA,NA,Adriana Solís,NA,67,26,23,M,juvenil,negro,solido,0,1,0,0,0,0,2.6,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-01-215-DN,1,NA,NA,Adriana Solís,NA,55,24,20,H,juvenil,negro,solido,0,1,0,0,0,0,1.6,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/Mar/2018,TC-01-150-TR,1,NA,NA,Tonancy Rodríguez,NA,67,33,28,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/Mar/2018,TC-01-227-DN,1,NA,NA,David Najera,NA,62.5,25,25,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/Mar/2018,TC-02-004-K9,2,NA,NA,David Najera,NA,59,23,25,H,juvenil,negro,solido,0,1,0,0,0,0,1.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/Mar/2018,TC-01-270-AC,1,NA,NA,Ana Catzim,NA,59,26,23,H,adulto,gris tigre,atigrado,1,0,0,0,0,0,2.5,3,NA,erradicacion,NA,lactante,NA,NA,NA,NA,NA,NA,NA,NA
29/Mar/2018,TC-02-007-DN,2,NA,NA,David Najera,NA,77,30,29.5,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,4,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/Mar/2018,TC-02-266-AC,2,NA,NA,Tonancy Rodríguez,NA,63,25,23,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.9,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30/Mar/2018,TC-02-265-AC,2,NA,NA,Ana Catzim,NA,69,26,25,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31/Mar/2018,TC-01-191-JA,1,NA,NA,Javier Angulo,NA,61,25,18,M,juvenil,negro,solido,0,1,0,0,0,0,1.8,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31/Mar/2018,TC-02-005-K9,2,NA,NA,Luciano González,NA,77,30,29,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,4,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31/Mar/2018,TC-02-008-TX,2,NA,NA,Antonio Gorriño,NA,52,19,18.5,H,juvenil,negro,solido,0,1,0,0,0,0,1.1,1,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/Abr/2018,TC-02-002-TX,2,NA,NA,David Najera,Antonio Gorriño,67,25,25,M,juvenil,negro,solido,0,1,0,0,0,0,2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/Abr/2018,TC-01-338-AS,1,NA,NA,NA,NA,63,26.5,10.5,H,juvenil,negro,solido,0,1,0,0,0,0,2.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/Abr/2018,TC-01-318-CR,1,NA,NA,NA,NA,65,24,22,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.1,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/Abr/2018,TC-01-321-CR,1,NA,NA,NA,NA,61,22,22,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/Abr/2018,TC-02-007-DN,2,NA,NA,NA,NA,54,20,24,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.4,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/Abr/2018,TC-01-225-DN,1,NA,NA,NA,NA,60,24,21,H,juvenil,negro,solido,0,1,0,0,0,0,1.6,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/Abr/2018,TC-01-257-AC,1,NA,NA,Tomás Zamorano,NA,62,23,22,M,juvenil,negro,solido,0,1,0,0,0,0,2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/Abr/2018,TC-01-373-AG,1,NA,NA,NA,NA,62,24,24,M,juvenil,negro,solido,0,1,0,0,0,0,1.6,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/Abr/2018,TC-01-371-AG,1,NA,NA,NA,NA,58,23,22,H,juvenil,negro,solido,0,1,0,0,0,0,1.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/Abr/2018,TC-01-369-AG,1,NA,NA,NA,NA,77,29,28,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/Abr/2018,TC-01-335-AC,1,NA,NA,NA,NA,75,31,28,M,adulto,negro,solido,0,1,0,0,0,0,3.2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/Abr/2018,TC-01-260-AC,1,NA,NA,NA,NA,65,27,26,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.5,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/Abr/2018,TC-01-253-AC,1,NA,NA,NA,NA,58,25,23,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/Abr/2018,TC-01-247-SF,1,NA,NA,NA,NA,62,24.5,23,M,juvenil,negro,solido,0,1,0,0,0,0,1.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/Abr/2018,TC-02-003-K9,2,NA,NA,NA,NA,75,31,28,M,juvenil,negro,solido,0,1,0,0,0,0,2.6,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/Abr/2018,TC-01-167-AG,1,NA,NA,NA,NA,71,31,29,M,adulto,negro,solido,0,1,0,0,0,0,2.9,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/Abr/2018,TC-01-205-JA,1,NA,NA,NA,NA,63,22,18,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.5,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-342-DN,1,NA,NA,NA,NA,69,24,27,M,juvenil,negro,solido,0,1,0,0,0,0,2.4,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-344-DN,1,NA,NA,NA,NA,64,23,20,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.5,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-363-CT,1,NA,NA,NA,NA,69,26,27,M,juvenil,negro,solido,0,1,0,0,0,0,1.8,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-357-CT,1,NA,NA,NA,NA,66.5,26,26,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-321-CR,1,NA,NA,NA,NA,74,29,25,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-332-AC,1,NA,NA,NA,NA,72.3,28,29,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,2.8,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-056-JA,1,NA,NA,NA,NA,69,24,23,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/Abr/2018,TC-01-197-JA,1,NA,NA,NA,NA,77,27,25,M,juvenil,negro,solido,0,1,0,0,0,0,3.4,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/Abr/2018,TC-01-353-AS,1,NA,NA,NA,NA,65,29,30,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/Abr/2018,TC-01-197-JA,1,NA,NA,NA,NA,68,26,22,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/Abr/2018,TC-01-304-JA,1,NA,NA,NA,NA,69,26,22,M,juvenil,"negro, patas blancas",bicolor,0,1,0,0,0,1,2.3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/Abr/2018,TC-01-342-DN,1,NA,NA,NA,NA,80,30,29,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3.3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/Abr/2018,TC-01-276-AC,1,NA,NA,NA,NA,55,7,32,M,juvenil,negro,solido,0,1,0,0,0,0,2.8,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cola corta
07/Abr/2018,TC-01-372-AG,1,NA,NA,NA,NA,76,24,28,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,4.3,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-370-AG,1,NA,NA,NA,NA,67,23,25,H,adulto,gris tigre,atigrado,1,0,0,0,0,0,2.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-02-008-TX,2,NA,NA,NA,NA,66,26,23,H,juvenil,negro,solido,0,1,0,0,0,0,1.7,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-354-CT,1,NA,NA,NA,NA,76,27,27,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-359-CT,1,NA,NA,NA,NA,76,28,27.5,M,adulto,negro,solido,0,1,0,0,0,0,2.7,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-360-CT,1,NA,NA,NA,NA,62,24,23.5,M,juvenil,negro,solido,0,1,0,0,0,0,1.4,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-356-CT,1,NA,NA,NA,NA,62,23,24.5,M,juvenil,negro,solido,0,1,0,0,0,0,1.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-321-CR,1,NA,NA,NA,NA,58,21,21,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.2,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-220-DN,1,NA,NA,NA,NA,62,25,27,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.4,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-198-JA,1,NA,NA,NA,NA,73,29,25,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/Abr/2018,TC-01-272-AC,1,NA,NA,NA,NA,79,32,33,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/Abr/2018,TC-01-263-AC,1,NA,NA,NA,NA,68,27,26,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.9,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/Abr/2018,TC-01-261-AC,1,NA,NA,NA,NA,71,28,26,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/Abr/2018,TC-02-006-TX,2,NA,NA,NA,NA,68,24,24,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.5,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/Abr/2018,TC-02-008-TX,2,NA,NA,NA,NA,77,29,27,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/Abr/2018,TC-02-007-TX,2,NA,NA,NA,NA,61,25,24,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/Abr/2018,TC-02-001-TX,2,NA,NA,NA,NA,68,24,33,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,2.4,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/Abr/2018,TC-01-363-CT,1,NA,NA,NA,NA,52,22,20.5,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/Abr/2018,TC-01-365-CT,1,NA,NA,NA,NA,62,22,22,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/Abr/2018,TC-01-344-DN,1,NA,NA,NA,NA,71,28,24,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.8,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/Abr/2018,TC-02-005-K9,2,NA,NA,NA,NA,67,25,24,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.4,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/Abr/2018,TC-01-180-AG,1,NA,NA,NA,NA,70,24,25,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/Abr/2018,TC-01-176-AG,1,NA,NA,NA,NA,64,23,25,H,juvenil,blanco-negro,bicolor,0,1,0,0,0,1,1.9,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-373-AG,1,NA,NA,NA,NA,66,24,24,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.5,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-354-CT,1,NA,NA,NA,NA,61,22,22.5,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.6,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-359-CT,1,NA,NA,NA,NA,74,30,26,M,adulto,negro,solido,0,1,0,0,0,0,2.2,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-02-002-DN,2,NA,NA,NA,NA,79,29,28,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,2.7,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-02-003-DN,2,NA,NA,NA,NA,70,26,23.5,H,adulto,gris tigre  moteado,atigrado,1,0,0,0,0,0,2.4,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lactancia
12/Abr/2018,TC-02-004-DN,2,NA,NA,NA,NA,74,27,26,H,adulto,gris tigre,atigrado,1,0,0,0,0,0,2.5,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lactancia
12/Abr/2018,TC-02-006-DN,2,NA,NA,NA,NA,71,27,23.5,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-284-TR,1,NA,NA,NA,NA,77,33,25,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.5,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-224-DN,1,NA,NA,NA,NA,57.5,24.5,24,M,juvenil,amarillo tigre,atigrado,0,0,0,1,0,0,1.5,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-219-DN,1,NA,NA,NA,NA,68.5,29,29,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/Abr/2018,TC-01-374-AG,1,NA,NA,NA,NA,71,26,24,H,juvenil,negro,solido,0,1,0,0,0,0,1.7,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/Abr/2018,TC-01-365-AG,1,NA,NA,NA,NA,67,27,25,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.6,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/Abr/2018,TC-01-333-AC,1,NA,NA,NA,NA,68,29,27,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.3,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-332-AC,1,NA,NA,NA,NA,72,29,26.5,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/Abr/2018,TC-01-328-AC,1,NA,NA,NA,NA,73.5,31,29,M,adulto,negro,solido,0,1,0,0,0,0,2.8,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/Abr/2018,TC-01-262-AC,1,NA,NA,NA,NA,74,26,30,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,2.9,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/Abr/2018,TC-02-001-TX,2,NA,NA,NA,NA,83,35,28,M,adulto,gris tigre,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/Abr/2018,TC-02-007-DN,2,NA,NA,Javier Angulo,Nicolas Nuñez-Georgina Castro,77,29.5,26.5,H,adulto,gris tigre,atigrado,1,0,0,0,0,0,4.2,4,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orejas redondas y con muesca en la oreja izquierda. 
17/Abr/2018,TC-02-006-K9,2,NA,NA,Javier Angulo,Nicolas Nuñez-Georgina Castro,67,26,24.5,H,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.6,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muesca en ambas orejas.
17/Abr/2018,TC-02-006-DN,2,NA,NA,Javier Angulo,Nicolas Nuñez-Georgina Castro,59,28,25.5,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,3,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camninos muy desarrollados. Orejas largas y puntiagudas.
17/Abr/2018,TC-02-004-DN,2,NA,NA,Javier Angulo,Nicolas Nuñez-Georgina Castro,59,27,23,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.7,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/Abr/2018,TC-01-361-CT,1,NA,NA,Gustavo Vásquez,Nicolás Núñez,72,28,24.5,M,juvenil,negro tigre,atigrado,0,1,0,0,0,0,2.6,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/Abr/2018,TC-01-360-CT,1,NA,NA,Javier Angulo,NA,69,25,20,H,juvenil,gris tigre,atigrado,1,0,0,0,0,0,1.7,2,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/Abr/2018,TC-02-007-DN,2,NA,NA,Georgina Castro,NA,28,26,22.5,M,juvenil,gris tigre,atigrado,1,0,0,0,0,0,2.1,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orejas alargadas 
20/Abr/2018,TC-01-368-AG,1,NA,NA,Georgina Castro,NA,70,24.5,25.5,H,adulto,gris tigre,atigrado,1,0,0,0,0,0,3.1,3,NA,erradicacion,NA,NA,NA,NA,NA,NA,NA,NA,NA,PreNAda
